Opportunity ID,"Technology
Primary",Country,B2B Sales Medium,Sales Velocity,Opportunity Status,Sales Stage Iterations,Opportunity Size (USD),Client Revenue Sizing,Client Employee Sizing,Business from Client Last Year,Compete Intel,Opportunity Sizing
N00070255,ERP Implementation,Italy,Marketing,26,Lost,4,32497,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00068092,Technical Business Solutions,United Kingdom,Marketing,42,Lost,2,22481,100K or less,1K or less,0 (No business),Known,20K to 30K
N00029080,Technical Business Solutions,Spain,Marketing,43,Lost,2,54561,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00015333,ERP Implementation,Spain,Enterprise Sellers,45,Lost,2,6000,250K to 500K,1K to 5K,0 (No business),Unknown,10K or less
N00007616,ERP Implementation,Spain,Marketing,67,Lost,3,40660,100K to 250K,15K to 25K,0 (No business),Unknown,40K to 50K
N00064709,Technical Business Solutions,Sweden,Enterprise Sellers,42,Won,6,12694,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00064922,Technical Business Solutions,Italy,Marketing,18,Lost,2,49979,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00044869,Technical Business Solutions,Spain,Marketing,6,Won,4,1864,100K or less,1K or less,0 (No business),Unknown,10K or less
N00042767,Technical Business Solutions,Germany,Marketing,16,Won,1,2572,100K or less,1K or less,0 (No business),,10K or less
N00050738,Technical Business Solutions,Sweden,Marketing,86,Lost,2,38304,500K to 1M,More than 25K,0 (No business),,30K to 40K
N00077231,Technical Business Solutions,Netherlands,Marketing,9,Won,3,2330,100K or less,1K or less,0 (No business),Unknown,10K or less
N00009681,ERP Implementation,Spain,Marketing,66,Lost,7,56197,100K to 250K,15K to 25K,0 (No business),Known,50K to 60K
N00001858,Technical Business Solutions,Germany,Enterprise Sellers,23,Won,4,14830,250K to 500K,1K to 5K,0 (No business),Unknown,10K to 20K
N00072684,ERP Implementation,United Kingdom,Marketing,11,Lost,4,47443,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00044880,ERP Implementation,Spain,Enterprise Sellers,8,Lost,1,41437,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00058847,ERP Implementation,United Kingdom,Enterprise Sellers,16,Lost,5,33675,100K or less,1K or less,0 (No business),Known,30K to 40K
N00023402,ERP Implementation,France,Marketing,50,Lost,2,0,100K or less,1K or less,0 (No business),,10K or less
N00072717,ERP Implementation,Italy,Enterprise Sellers,0,Lost,3,47378,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00060327,ERP Implementation,United Kingdom,Enterprise Sellers,54,Won,3,12828,100K or less,15K to 25K,0 (No business),Unknown,10K to 20K
N00051103,ERP Implementation,Italy,Marketing,83,Lost,2,35421,100K or less,1K or less,"More than 100,000",Known,30K to 40K
N00075752,ERP Implementation,Sweden,Marketing,4,Lost,3,48927,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00019231,Technical Business Solutions,Germany,Enterprise Sellers,65,Lost,2,25000,500K to 1M,1K to 5K,0 (No business),Unknown,20K to 30K
N00018398,ERP Implementation,Spain,Enterprise Sellers,65,Lost,2,10000,250K to 500K,1K to 5K,0 (No business),Unknown,10K to 20K
N00018985,ERP Implementation,France,Marketing,68,Lost,3,15500,100K or less,1K or less,0 (No business),,10K to 20K
N00021412,ERP Implementation,France,Marketing,64,Lost,2,47007,100K or less,1K or less,"More than 100,000",,40K to 50K
N00015246,ERP Implementation,France,Marketing,21,Lost,6,47799,More than 1M,1K or less,0 (No business),Unknown,40K to 50K
N00062148,ERP Implementation,Italy,Marketing,36,Lost,4,15212,100K or less,1K or less,0 (No business),,10K to 20K
N00022387,ERP Implementation,France,Enterprise Sellers,44,Lost,2,27320,100K or less,1K or less,0 (No business),,20K to 30K
N00045773,ERP Implementation,Italy,Marketing,42,Won,7,24518,100K or less,1K or less,"50,000 - 100,000",Unknown,20K to 30K
N00009054,ERP Implementation,Spain,Enterprise Sellers,84,Won,3,37875,100K or less,1K to 5K,"25,000 - 50,000",Unknown,30K to 40K
N00022799,ERP Implementation,France,Tele Sales,59,Lost,2,38874,More than 1M,More than 25K,0 (No business),,30K to 40K
N00019683,ERP Implementation,Spain,Marketing,45,Lost,3,41074,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00044267,Technical Business Solutions,Germany,Marketing,10,Lost,2,35649,100K or less,1K or less,0 (No business),Known,30K to 40K
N00036195,Technical Business Solutions,France,Enterprise Sellers,16,Lost,3,24373,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00050197,ERP Implementation,Sweden,Marketing,82,Lost,2,53562,500K to 1M,5K to 15K,0 (No business),Unknown,50K to 60K
N00022221,Technical Business Solutions,France,Marketing,58,Lost,2,40060,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00006144,Technical Business Solutions,Germany,Enterprise Sellers,81,Lost,2,32355,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00005702,Technical Business Solutions,Spain,Marketing,80,Lost,2,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00016653,ERP Implementation,Germany,Enterprise Sellers,62,Lost,2,27867,250K to 500K,1K to 5K,0 (No business),Unknown,20K to 30K
N00050149,ERP Implementation,Netherlands,Marketing,89,Lost,2,35876,100K or less,1K or less,0 (No business),,30K to 40K
N00044628,ERP Implementation,France,Marketing,7,Lost,2,25835,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00010819,ERP Implementation,Spain,Marketing,79,Lost,3,41342,More than 1M,5K to 15K,0 (No business),Known,40K to 50K
N00024421,ERP Implementation,Germany,Marketing,45,Lost,2,44316,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00007916,Technical Business Solutions,France,Marketing,77,Lost,3,30381,500K to 1M,5K to 15K,0 (No business),Unknown,30K to 40K
N00053170,Technical Business Solutions,Netherlands,Enterprise Sellers,56,Lost,2,13174,250K to 500K,15K to 25K,0 (No business),Unknown,10K to 20K
N00031681,ERP Implementation,Spain,Enterprise Sellers,45,Lost,2,19861,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00020914,ERP Implementation,Spain,Enterprise Sellers,67,Lost,2,36138,100K to 250K,1K or less,0 (No business),Unknown,30K to 40K
N00002715,Technical Business Solutions,France,Partners,31,Lost,3,36567,100K to 250K,1K or less,0 (No business),Unknown,30K to 40K
N00066874,ERP Implementation,United Kingdom,Enterprise Sellers,9,Lost,5,32282,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00046988,ERP Implementation,United Kingdom,Enterprise Sellers,24,Won,3,18717,250K to 500K,1K to 5K,0 (No business),Unknown,10K to 20K
N00032372,Technical Business Solutions,France,Tele Sales,27,Lost,2,465,100K or less,1K or less,0 (No business),Unknown,10K or less
N00008075,ERP Implementation,Germany,Enterprise Sellers,84,Lost,2,31066,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00064678,ERP Implementation,Italy,Marketing,13,Lost,7,0,100K or less,1K or less,"More than 100,000",Unknown,10K or less
N00050227,ERP Implementation,United Kingdom,Marketing,90,Lost,2,30235,100K or less,More than 25K,0 (No business),Unknown,30K to 40K
N00034944,Technical Business Solutions,Germany,Marketing,25,Lost,2,48614,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00042195,Technical Business Solutions,Germany,Enterprise Sellers,13,Lost,2,10834,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00072610,ERP Implementation,Italy,Enterprise Sellers,14,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00022475,Technical Business Solutions,France,Enterprise Sellers,65,Won,1,34018,500K to 1M,15K to 25K,"0 - 25,000",Unknown,30K to 40K
N00065782,Technical Business Solutions,Sweden,Marketing,32,Won,5,46650,100K or less,1K or less,"25,000 - 50,000",Unknown,40K to 50K
N00052165,Technical Business Solutions,Italy,Marketing,59,Lost,5,48429,100K or less,1K or less,"25,000 - 50,000",,40K to 50K
N00026538,ERP Implementation,France,Enterprise Sellers,56,Won,2,29464,100K or less,1K or less,0 (No business),,20K to 30K
N00047833,ERP Implementation,Italy,Marketing,55,Won,7,32348,100K or less,1K or less,"More than 100,000",Unknown,30K to 40K
N00067760,ERP Implementation,Sweden,Enterprise Sellers,16,Lost,4,26842,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00011592,Technical Business Solutions,France,Marketing,85,Lost,2,35122,100K or less,1K or less,0 (No business),Known,30K to 40K
N00026474,ERP Implementation,Spain,Partners,35,Lost,2,46522,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00068820,ERP Implementation,Italy,Marketing,18,Lost,3,111886,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00077923,ERP Implementation,Italy,Tele Sales,0,Won,2,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00058590,Legacy Modernization,United Kingdom,Marketing,56,Lost,3,46169,100K or less,15K to 25K,0 (No business),Known,40K to 50K
N00008410,ERP Implementation,Germany,Marketing,91,Lost,2,57594,100K or less,1K to 5K,0 (No business),Known,50K to 60K
N00067050,ERP Implementation,Italy,Marketing,41,Lost,2,25090,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00010124,ERP Implementation,France,Marketing,74,Lost,2,24804,500K to 1M,5K to 15K,0 (No business),Unknown,20K to 30K
N00053381,Technical Business Solutions,Sweden,Marketing,82,Won,3,12076,100K or less,1K or less,"0 - 25,000",Unknown,10K to 20K
N00001076,ERP Implementation,Spain,Marketing,39,Lost,2,47977,More than 1M,15K to 25K,0 (No business),Unknown,40K to 50K
N00043238,Technical Business Solutions,Spain,Marketing,8,Lost,2,8000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00020441,ERP Implementation,Spain,Marketing,54,Lost,4,53910,More than 1M,5K to 15K,0 (No business),Known,50K to 60K
N00020863,Technical Business Solutions,Spain,Enterprise Sellers,68,Lost,2,25291,More than 1M,5K to 15K,0 (No business),Unknown,20K to 30K
N00042459,Technical Business Solutions,France,Marketing,16,Won,1,53,100K or less,1K or less,0 (No business),,10K or less
N00051501,ERP Implementation,Sweden,Marketing,62,Lost,3,31101,100K to 250K,1K or less,0 (No business),Known,30K to 40K
N00043988,ERP Implementation,Germany,Marketing,7,Lost,2,48637,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00032721,Technical Business Solutions,France,Marketing,43,Lost,1,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00024896,Technical Business Solutions,Spain,Enterprise Sellers,26,Lost,2,23078,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00006712,ERP Implementation,Germany,Marketing,84,Lost,3,41894,100K to 250K,1K to 5K,"50,000 - 100,000",Unknown,40K to 50K
N00054041,ERP Implementation,Sweden,Enterprise Sellers,85,Won,2,7000,100K or less,1K to 5K,"50,000 - 100,000",Unknown,10K or less
N00030093,Technical Business Solutions,Spain,Marketing,44,Lost,2,10000,100K or less,1K or less,"More than 100,000",Unknown,10K to 20K
N00059864,ERP Implementation,Netherlands,Marketing,45,Lost,2,31460,100K to 250K,15K to 25K,0 (No business),Unknown,30K to 40K
N00025732,ERP Implementation,France,Marketing,45,Lost,2,0,100K or less,1K or less,0 (No business),,10K or less
N00060282,Legacy Modernization,United Kingdom,Enterprise Sellers,51,Lost,2,10000,500K to 1M,More than 25K,0 (No business),Unknown,10K to 20K
N00055810,Technical Business Solutions,Netherlands,Enterprise Sellers,82,Lost,2,11383,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00004695,ERP Implementation,Spain,Enterprise Sellers,24,Won,3,28500,250K to 500K,5K to 15K,0 (No business),Known,20K to 30K
N00072570,ERP Implementation,Sweden,Marketing,1,Lost,2,48832,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00034555,ERP Implementation,Spain,Online Leads,16,Lost,2,48420,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00059237,Technical Business Solutions,Netherlands,Marketing,55,Won,3,0,100K or less,1K or less,"More than 100,000",Known,10K or less
N00040906,ERP Implementation,Germany,Marketing,14,Lost,2,27000,100K or less,1K or less,"More than 100,000",Unknown,20K to 30K
N00015458,ERP Implementation,France,Marketing,64,Lost,3,31494,100K or less,1K or less,0 (No business),Known,30K to 40K
N00022853,ERP Implementation,France,Marketing,64,Lost,1,36960,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00053268,Technical Business Solutions,Italy,Marketing,52,Lost,3,45196,100K or less,1K to 5K,0 (No business),Unknown,40K to 50K
N00002329,ERP Implementation,Germany,Enterprise Sellers,23,Won,6,6024,100K or less,1K or less,0 (No business),Unknown,10K or less
N00040943,Technical Business Solutions,Spain,Marketing,7,Lost,3,42887,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00066576,ERP Implementation,Sweden,Enterprise Sellers,35,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00064204,Technical Business Solutions,United Kingdom,Enterprise Sellers,45,Lost,3,46400,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00073185,Technical Business Solutions,United Kingdom,Enterprise Sellers,21,Lost,2,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00023932,ERP Implementation,Germany,Marketing,6,Lost,4,38272,100K or less,1K or less,0 (No business),Known,30K to 40K
N00054518,Legacy Modernization,United Kingdom,Marketing,85,Lost,2,42814,100K or less,1K or less,0 (No business),Known,40K to 50K
N00032249,ERP Implementation,Germany,Marketing,35,Lost,3,46077,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00015315,ERP Implementation,Spain,Marketing,79,Lost,2,43843,More than 1M,More than 25K,"50,000 - 100,000",Unknown,40K to 50K
N00011846,Technical Business Solutions,Spain,Marketing,70,Lost,2,47438,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00021947,ERP Implementation,Germany,Marketing,16,Lost,3,250,100K or less,15K to 25K,0 (No business),,10K or less
N00075651,ERP Implementation,United Kingdom,Enterprise Sellers,18,Won,1,31549,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00029587,ERP Implementation,France,Partners,30,Lost,3,39138,100K or less,1K or less,0 (No business),,30K to 40K
N00065857,ERP Implementation,Sweden,Marketing,37,Lost,4,40210,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00075487,Technical Business Solutions,Sweden,Marketing,18,Won,3,40280,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00048469,Technical Business Solutions,Italy,Marketing,91,Lost,2,13649,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00053798,Technical Business Solutions,United Kingdom,Marketing,80,Lost,2,35150,More than 1M,1K or less,0 (No business),Unknown,30K to 40K
N00055524,Technical Business Solutions,Netherlands,Marketing,47,Won,7,44507,More than 1M,15K to 25K,0 (No business),Known,40K to 50K
N00022301,ERP Implementation,Spain,Marketing,62,Lost,4,48129,100K or less,1K or less,0 (No business),,40K to 50K
N00062980,ERP Implementation,Italy,Enterprise Sellers,17,Lost,3,11936,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00043018,ERP Implementation,Spain,Enterprise Sellers,7,Lost,4,49146,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00064701,Technical Business Solutions,United Kingdom,Marketing,22,Lost,4,57357,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00016372,ERP Implementation,France,Enterprise Sellers,46,Lost,3,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00077751,ERP Implementation,United Kingdom,Marketing,1,Lost,4,48261,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00037366,Technical Business Solutions,Spain,Marketing,30,Lost,2,15000,100K or less,1K or less,0 (No business),,10K to 20K
N00058277,ERP Implementation,United Kingdom,Enterprise Sellers,49,Lost,3,2000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00058842,ERP Implementation,Sweden,Marketing,45,Won,7,5000,100K to 250K,1K to 5K,0 (No business),Unknown,10K or less
N00073935,ERP Implementation,Italy,Marketing,24,Lost,2,19000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00006846,ERP Implementation,France,Tele Sales,80,Lost,3,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00043316,Technical Business Solutions,France,Enterprise Sellers,1,Lost,6,33815,100K or less,1K or less,0 (No business),,30K to 40K
N00044648,ERP Implementation,France,Marketing,2,Lost,2,48544,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00004648,Technical Business Solutions,Germany,Enterprise Sellers,68,Lost,3,10138,100K or less,More than 25K,0 (No business),Unknown,10K to 20K
N00053593,Technical Business Solutions,United Kingdom,Enterprise Sellers,49,Lost,3,18828,250K to 500K,5K to 15K,0 (No business),Unknown,10K to 20K
N00063027,Technical Business Solutions,Italy,Enterprise Sellers,25,Lost,3,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00013227,Technical Business Solutions,Spain,Enterprise Sellers,57,Lost,7,38727,250K to 500K,1K or less,0 (No business),Known,30K to 40K
N00064659,ERP Implementation,Sweden,Marketing,19,Lost,2,52870,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00000484,Technical Business Solutions,Germany,Marketing,89,Lost,2,47194,500K to 1M,1K or less,0 (No business),Unknown,40K to 50K
N00068514,ERP Implementation,Sweden,Marketing,16,Lost,2,19500,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00012771,ERP Implementation,Germany,Marketing,74,Lost,3,2000,250K to 500K,1K or less,0 (No business),Known,10K or less
N00077647,ERP Implementation,Italy,Tele Sales,7,Won,1,6000,100K or less,1K or less,0 (No business),Unknown,10K or less
